Timestamp,ActiveApp,EventType,TargetName,Metadata,AI解析要約
2026-08-12 14:45:24,WindowsTerminal.exe,PotentialTransfer (Paste),C:\Users\FMV\Desktop\AI_DX_Logger.exe,"Source: EXCEL.EXE, Data:[品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品...]",WindowsTerminal上で、Excelからコピーしたデータ「品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品...」を貼り付けようとしている。
2026-08-12 14:45:27,AI_DX_Logger.exe,PotentialTransfer (Paste),DX推進アシスタント (AIロガー),"Source: EXCEL.EXE, Data:[品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品...]",AIロガーの画面で、Excelからコピーしたデータ「品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品...」を貼り付けようとしている。
2026-08-12 14:59:44,explorer.exe,KeyLog,営業管理部 - エクスプローラー,"Keys:[cmd]d",エクスプローラー上で、【Windowsキー+D】を押下してデスクトップを表示している。
2026-08-12 14:59:58,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,"Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down]",Excelファイル「0812長期欠品管理表.xlsb」上で、左Ctrlキーを繰り返し押した後、【↓（Down）】キーを押下して、現在セルからデータの最終行まで移動している。
2026-08-12 15:00:00,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:153 chars, Data:[9857	2026/8/10	1503AY	ANGC-STW-24-A-PB/LEDｺｰﾄﾞﾚｽｲﾝﾃﾘｱｽﾀﾝﾄﾞ ﾋﾟﾝｸﾍﾞｰｼﾞｭ	1	欠品中	2026/8/10	佐々木	9999	E	0	9...]",Excelファイル「0812長期欠品管理表.xlsb」から、データ「9857	2026/8/10	1503AY	ANGC-STW-24-A-PB/LEDｺｰﾄﾞﾚｽｲﾝﾃﾘｱｽﾀﾝﾄﾞ ﾋﾟﾝｸﾍﾞｰｼﾞｭ	1	欠品中	2026/8/10	佐々木	9999	E	0	9...」をクリップボードにコピーしている。
2026-08-12 15:00:02,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$9892:$9892, Value:",Excelシート「①長期欠品」の9892行目を選択している。
2026-08-12 15:00:04,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$B$9892, Value:",Excelシート「①長期欠品」のセルB9892を選択している。
2026-08-12 15:00:05,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,"Keys:[ctrl_l][ctrl_l][ctrl_l][Ctrl+C][ctrl_l][Ctrl+V]/[enter]",Excelファイル「0812長期欠品管理表.xlsb」上で、左Ctrlキーを繰り返し押した後、【Ctrl+C】キーでコピーし、【Ctrl+V】キーで貼り付け、【/】キーと【Enter】キーを押下して操作を確定している。
2026-08-12 15:00:08,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$H$9892, Value:在庫ﾁｰﾑ",Excelシート「①長期欠品」のセルH9892に「在庫ﾁｰﾑ」という値をキーボードで入力している。
2026-08-12 15:00:10,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,"Keys:zaiko[space]ti-mu[enter][enter]",Excelファイル「0812長期欠品管理表.xlsb」上で、キーボードで「zaiko ti-mu」と入力し、【Enter】キーを2回押下して確定している。
2026-08-12 15:00:12,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:62 chars, Data:[2023/11/2	32278	試)◇神馬/SA390V-3/ﾌﾗｯﾌｨｰﾁｪｯｸﾍﾞｽﾄ ﾋﾟﾝｸﾁｪｯｸ 19号	3  ...]",「2023/11/2	32278	試)◇神馬/SA390V-3/ﾌﾗｯﾌｨｰﾁｪｯｸﾍﾞｽﾄ ﾋﾟﾝｸﾁｪｯｸ 19号	3 ...」というデータをクリップボードにコピーしている。
2026-08-12 15:00:14,EXCEL.EXE,KeyLog,,Keys:[Ctrl+C][Shift+Down],`Ctrl+C` キーを押下してセルまたは選択範囲をコピーした後、`Shift+Down` キーを押下して選択範囲を下に拡張している。
2026-08-12 15:00:15,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$B$5:$E$9861, Value:",「①長期欠品」シートのセル範囲「B5:E9861」を選択している。
2026-08-12 15:00:18,excel.exe,SheetChange,Excel,"Sheet:②長期欠品解除, Cell:$C$5:$D$162, Value:((None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (",「②長期欠品解除」シートのセル範囲「C5:D162」を選択している。
2026-08-12 15:00:19,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[Up][Down][Shift+Left][Down][Down][Down][Delete],`Up` キーで上方向へ移動し、`Down` キーで下方向へ移動。その後、`Shift+Left` キーで選択範囲を左に拡張し、さらに`Down` キーを3回押下してカーソルを下に移動した後、`Delete` キーを押下して選択範囲の内容を削除している。
2026-08-12 15:00:22,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[Left][Down],`Left` キーで左に移動し、`Down` キーで下に移動している。
2026-08-12 15:00:23,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:125 chars, Data:[2296	2026/8/7	205918	Forestway/布ﾃｰﾌﾟ 軽量 0.2mm厚 50mm×25m 茶	9/中旬頃欠品の恐れ	大澤	9999	17	A1	鶴巻	#N/A	1	25234	2...]",「2296	2026/8/7	205918	Forestway/布ﾃｰﾌﾟ 軽量 0.2mm厚 50mm×25m 茶	9/中旬頃欠品の恐れ	大澤	9999	17	A1	鶴巻	#N/A	1	25234	2...」というデータをクリップボードにコピーしている。
2026-08-12 15:00:25,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[Ctrl+C],`Ctrl+C` キーを押下してセルまたは選択範囲をコピーしている。
2026-08-12 15:00:26,excel.exe,SheetChange,Excel,"Sheet:③社外サイト販売休止, Cell:$2300:$2302, Value:",「③社外サイト販売休止」シートの行範囲「2300:2302」を選択している。
2026-08-12 15:00:29,excel.exe,SheetChange,Excel,"Sheet:③社外サイト販売休止, Cell:E2300:E2302, Value:メーカー出荷8/27以降のため",「③社外サイト販売休止」シートのセルE2300に「メーカー出荷8/27以降のため」と手入力し、その値をセルE2300からE2302まで連続してドラッグ入力（フィルハンドル操作）している。
2026-08-12 15:00:32,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[Backspace][Enter][Up][Shift+Down][Down],`Backspace` キーで文字を削除し、`Enter` キーで入力を確定。その後、`Up` キーで上に移動し、`Shift+Down` キーを2回押下して選択範囲を下に拡張している。
2026-08-12 15:00:59,excel.exe,WorkbookOpen,【長期欠品更新専用】品目情報.csv,,「【長期欠品更新専用】品目情報.csv」ファイルを開いている。
2026-08-12 15:01:06,EXCEL.EXE,Copy,【長期欠品更新専用】品目情報.csv - Excel,"Keys:[Ctrl+A][Ctrl+A][Ctrl+C], Size:75923081 chars, Data:[品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品目名(em160)	Jan Cd(em164)	仕入荷姿名(em170)	仕入時最小荷姿換算数(em...]",「【長期欠品更新専用】品目情報.csv」のシート全体を`Ctrl+A` キーを2回押下して選択し、`Ctrl+C` キーを押下して「品目cd(em190)	仕入先cd(em190)	仕入先名称(em120)	倉庫cd(ef10)	品目名(em160)	Jan Cd(em164)	仕入荷姿名(em170)	仕入時最小荷姿換算数(em...)」というデータをクリップボードにコピーしている。
2026-08-12 15:01:55,excel.exe,SheetChange,Excel,"Sheet:品目, Cell:$1:$1048576, Value:",「品目」シートの全セル範囲（A1から最終セル）を選択している。
2026-08-12 15:02:02,excel.exe,WorkbookOpen,未入荷リスト_新.csv,,「未入荷リスト_新.csv」ファイルを開いている。
2026-08-12 15:02:05,EXCEL.EXE,Copy,未入荷リスト_新.csv - Excel,"Size:1738018 chars, Data:[仕入先Cd	仕入先名	品目Cd	品目名	①長期欠品ﾌﾗｸﾞ	備考	発注数	単価	伝票番号	発注日	納期	指定納期	ﾘｰﾄﾞﾀｲﾑ	倉庫Cd	未引当数	有効在庫数	発注ﾗﾝｸ	出荷可能曜日	お届可能曜日...]",「仕入先Cd	仕入先名	品目Cd	品目名	①長期欠品ﾌﾗｸﾞ	備考	発注数	単価	伝票番号	発注日	納期	指定納期	ﾘｰﾄﾞﾀｲﾑ	倉庫Cd	未引当数	有効在庫数	発注ﾗﾝｸ	出荷可能曜日	お届可能曜日...」というデータをクリップボードにコピーしている。
2026-08-12 15:02:07,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[Shift+Right][Down][Ctrl+C],`Shift+Right` キーと `Down` キーを押下して右下方向へ選択範囲を拡張した後、`Ctrl+C` キーを押下して選択範囲をコピーしている。
2026-08-12 15:02:09,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$A$2:$T$11174, Value:",「未入荷」シートのセル範囲「A2:T11174」を選択している。
2026-08-12 15:02:20,excel.exe,WorkbookOpen,長期欠品設定解除依頼.xlsx,,AI解析要約:「長期欠品設定解除依頼.xlsx」ファイルを開いている。
2026-08-12 15:02:27,EXCEL.EXE,Copy,長期欠品設定解除依頼.xlsx - Excel,"Size:4715 chars, Data:[不二貿易/99700/組立簡単ﾎﾞｯｸｽ3段 MBR	1	欠品、11月中旬頃入荷予定	8月12日	前田  紺屋商事/00150002/紙ひも国産 #10号 50m 白色	1	欠品、納期未定	8月12日...]",AI解析要約:「長期欠品設定解除依頼.xlsx」から「不二貿易/99700/組立簡単ﾎﾞｯｸｽ3段 MBR	1	欠品、11月中旬頃入荷予定	8月12日	前田  紺屋商事/00150002/紙ひも国産 #10号 50m 白色	1	欠品、納期未定	8月12日...」という内容をコピーしている。
2026-08-12 15:02:30,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,"Sheet:①長期欠品, Cell:$D$9892:$H$9975, Keys:[up][down][shift][down][down][down][up][up][right][right][right][right][Ctrl+C][alt_l][tab][down]",AI解析要約:ファイル「0812長期欠品管理表.xlsb」のシート「①長期欠品」で、`Ctrl`キーを押しながら`Shift+Down`や`Right`キーを用いてセル`D9892`から`H9975`の範囲を選択し、`Ctrl+C`キーを押してデータをコピーしている。その後、`Alt+Tab`キーを押してウィンドウを切り替え、`Down`キーでセルを移動している。
2026-08-12 15:02:40,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:672 chars, Data:[J703SF  J30807  J6925W  J2115Y  J004RT  J165MU  J634TC  J635TC  J7749Y  J7750Y  J8255Y  J9236Y  J923...], Sheet:①長期欠品, Cell:$C$9892:$C$9975, Value:(('J703SF',), ('J30807',), ('J6925W',), ('J2115Y',), ('J004RT',), ('J165MU',), ('J634TC',), ('J635TC'), ('J7749Y',), ('J7750Y',), ('J8255Y',), ('J9236Y',), ('J923'), ...), Keys:[Ctrl+V][alt_l][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][shift][up][down][down][Ctrl+C][alt_l][tab]",AI解析要約:ファイル「0812長期欠品管理表.xlsb」から商品コードのリスト「J703SF, J30807, J6925W, J2115Y, J004RT, J165MU, J634TC, J635TC, J7749Y, J7750Y, J8255Y, J9236Y, J923...」をコピーしている。続けて、`Ctrl+V`キーを押してシート「①長期欠品」のセル`C9892`から`C9975`にこの商品コードリストを貼り付けている。その後、`Tab`キーや`Shift+Up/Down`キーでセルを選択し、`Ctrl+C`キーを押してデータを再度コピーした後、`Alt+Tab`キーでウィンドウを切り替えている。
2026-08-12 15:02:44,EXCEL.EXE,KeyLog,長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab],AI解析要約:ファイル「長期欠品設定解除依頼.xlsx」に対して`Alt+Tab`キーを押してウィンドウを切り替えている。
2026-08-12 15:02:48,EXCEL.EXE,Copy,長期欠品設定解除依頼.xlsx - Excel,"Size:573 chars, Data:[J4668Y  J4674Y  J4675Y  J5042Y  J5043Y  1628AK  J5636Y  J608TC  J615TC  J7741Y  J9245Y  11028  11030...], Sheet:②長期欠品解除, Cell:$C$5:$C$76, Value:(('J4668Y',), ('J4674Y',), ('J4675Y',), ('J5042Y',), ('J5043Y',), ('1628AK',), ('J5636Y',), ('J608TC'), ('J615TC'), ('J7741Y',), ('J9245Y',), ('11028',), ('11030'), ...)",AI解析要約:ファイル「長期欠品設定解除依頼.xlsx」から商品コードのリスト「J4668Y, J4674Y, J4675Y, J5042Y, J5043Y, 1628AK, J5636Y, J608TC, J615TC, J7741Y, J9245Y, 11028, 11030...」をコピーし、シート「②長期欠品解除」のセル`C5`から`C76`に貼り付けている。
2026-08-12 15:02:49,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[shift][up][down][down][Ctrl+C][alt_l][tab],AI解析要約:ファイル「0812長期欠品管理表.xlsb」で`Ctrl`キーを押しながら`Shift+Up/Down`を用いてセル範囲を選択した後、`Ctrl+C`キーを押してデータをコピーしている。その後、`Alt+Tab`キーを押してウィンドウを切り替えている。
2026-08-12 15:02:53,EXCEL.EXE,KeyLog,長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab],AI解析要約:ファイル「長期欠品設定解除依頼.xlsx」に対して`Alt+Tab`キーを押してウィンドウを切り替えている。
2026-08-12 15:03:01,EXCEL.EXE,Copy,レンズの分析,"Size:3126 chars, Data:[J4668Y	21Technology/cl266-white/ｸﾛｽﾊﾞｲｸ CL266 ﾎﾜｲﾄ  J4674Y	21Technology/700c-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗ...], Sheet:②長期欠品解除, Cell:$D$5:$D$76, Value:(('21Technology/cl266-white/ｸﾛｽﾊﾞｲｸ CL266 ﾎﾜｲﾄ',), ('21Technology/700c-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗｯｸ',), ('21Technology/roadbike-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗｯｸ',), ...)",AI解析要約:アプリケーション「レンズの分析」から商品コードと商品名のリスト「J4668Y	21Technology/cl266-white/ｸﾛｽﾊﾞｲｸ CL266 ﾎﾜｲﾄ, J4674Y	21Technology/700c-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗ...」をコピーし、シート「②長期欠品解除」のセル`D5`から`D76`に貼り付けている。
2026-08-12 15:03:05,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:2625 chars, Data:[21Technology/cl266-white/ｸﾛｽﾊﾞｲｸ CL266 ﾎﾜｲﾄ  21Technology/700c-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗｯｸ  21Technolo...]",AI解析要約:ファイル「0812長期欠品管理表.xlsb」から「21Technology/cl266-white/ｸﾛｽﾊﾞｲｸ CL266 ﾎﾜｲﾄ, 21Technology/700c-black/ﾛｰﾄﾞﾊﾞｲｸ 700C ﾌﾞﾗｯｸ, 21Technolo...」という商品名のリストをコピーしている。
2026-08-12 15:03:06,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][right][right][left][down][right][up][shift][up][down][right][Ctrl+C][alt_l][tab][alt_l][tab][down][up][right][shift][up][down][Ctrl+C][alt_l][tab],AI解析要約:ファイル「0812長期欠品管理表.xlsb」で、`Left/Right/Up/Down`キーを用いてセルを移動し、`Ctrl`キーを押しながら`Shift+Up/Down/Right`を用いてセル範囲を選択した後、`Ctrl+C`キーを押してデータをコピーしている。その後、`Alt+Tab`キーを繰り返し押してウィンドウを切り替え、再度セル範囲を選択し、`Ctrl+C`キーを押してデータをコピーしている。
2026-08-12 15:03:18,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:107 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...], Cell:不明, Keys:[right][shift][right][Ctrl+C][left][right][left][down][right][down][shift][down][down][up][Ctrl+V][Ctrl+C]",AI解析要約:ファイル「0812長期欠品管理表.xlsb」から「#N/A, #N/A, 33,924,636, #N/A, ...」というデータ（エラー値や数値）をコピーし、続けて`Ctrl+V`キーを押してExcelシートに貼り付けている。その後、再度セル範囲を選択し、`Ctrl+C`キーを押してデータをコピーしている（貼り付け先の具体的なセル範囲は不明）。
2026-08-12 15:03:27,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$I$5:$AF$9861, Value:","シート「①長期欠品」のセルI5からAF9861の範囲で何らかの変更が行われたか、または選択範囲が変更された。"
2026-08-12 15:03:28,EXCEL.EXE,Copy,,Size:1054572 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...],"クリップボードに大量のデータ（例: 「#N/A」「33,924,636」「#VALUE!」などを含む）がコピーされた。"
2026-08-12 15:03:35,excel.exe,SheetChange,Excel,"Sheet:①長期欠品, Cell:$I$5:$AF$9861, Value:","シート「①長期欠品」のセルI5からAF9861の範囲で何らかの変更が行われたか、または選択範囲が変更された。"
2026-08-12 15:03:39,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],"キーボードで**Tabキーを12回連続して入力**し、カーソルを右に12セル移動させた。"
2026-08-12 15:03:49,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[right][down],"キーボードで**Rightキーを1回、Downキーを1回入力**し、カーソルを右に1セル、下に1セル移動させた。"
2026-08-12 15:03:52,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][shift][shift][shift][shift][down],"キーボードで**Ctrl+Shift+Downキーを同時に入力**し、現在の列のデータが入力されている最終行まで選択範囲を拡大した。"
2026-08-12 15:04:52,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$11131:$11174,$11088:$11128,$11085:$11086,$11078:$11083,$11067:$11075,$11062:$11064,$11060:$11060,$11056:$11058,$11049:$11054,$11041:$11047,$11032:$11039,$11022:$11030,$11016:$11018,$10992:$11014,$10990:$10990,$10976:$10987,$10970:$10974,$10963:$10968, Value:((None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, No","シート「未入荷」において、複数の非連続な行（例: 11131～11174行など）で何らかの変更が行われたか、または選択範囲が変更された。"
2026-08-12 15:04:57,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:76 chars, Data:[1900/1/0	0	0	削除OK	32973	-32973	回答納期超過。要確認	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0  ...]","クリップボードにデータ（例: 「1900/1/0」「削除OK」「回答納期超過。要確認」などを含む）がコピーされた。"
2026-08-12 15:05:01,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$U$3:$AJ$3430, Value:","シート「未入荷」のセルU3からAJ3430の範囲で何らかの変更が行われたか、または選択範囲が変更された。"
2026-08-12 15:05:01,EXCEL.EXE,Copy,0812長期欠品管理表.xlsb - Excel,"Size:260874 chars, Data:[1900/1/0	0	0	削除OK	32973	-32973	回答納期超過。要確認	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0  1900/1/0	0	0	削除OK	32973	...]","クリップボードに大量のデータ（例: 「1900/1/0」「削除OK」「回答納期超過。要確認」など、行8のデータを含む）がコピーされた。"
2026-08-12 15:05:03,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[right][ctrl_l][shift][right][ctrl_l][Ctrl+C][left][down][ctrl_l][down][down][right][up][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][down][ctrl_l][Ctrl+V][ctrl_l][Ctrl+C],"キーボード操作で、まずRightキーを押してセルを移動後、**Ctrl+Shift+Rightキーを同時に入力**して右方向の連続セルを選択し、**Ctrl+Cでデータをクリップボードにコピー**した。その後、LeftキーとDownキーでセルを移動し、**Ctrl+Downキーを複数回入力**してデータの最終行に移動、さらにRightキーとUpキーで移動した後、**Shiftキーを押し続けながらDownキーを1回入力**して選択範囲を拡大した。最後に、**Ctrl+Vでクリップボードのデータを貼り付け**、続けて**Ctrl+Cで貼り付けたデータを再びクリップボードにコピー**した。"
2026-08-12 15:05:44,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$U$3:$AJ$3430, Value:","シート「未入荷」のセルU3からAJ3430の範囲に、直前のキーボード操作（Ctrl+V）によってデータが貼り付けられたか、または変更が行われた。"
2026-08-12 15:05:50,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[down],"キーボードで**Downキーを1回入力**し、カーソルを下に1セル移動させた。"
2026-08-12 15:05:53,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][down],"キーボードで**Ctrl+Shift+Downキーを同時に入力**し、現在の列のデータが入力されている最終行まで選択範囲を拡大した。"
2026-08-12 15:06:07,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$3400:$3400,$3382:$3383,$3377:$3378,$3372:$3372,$3338:$3338,$3329:$3329,$3320:$3326,$3286:$3286,$3283:$3283,$3268:$3268,$3266:$3266,$3256:$3256,$3245:$3246,$3238:$3238,$3233:$3233,$3215:$3215,$3209:$3209,$3207:$3207,$3177:$3177,$3172:$3172,$3164:$3164, Value:((None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, No","シート「未入荷」において、複数の非連続な行（例: 3400行、3382～3383行など）で何らかの変更が行われたか、または選択範囲が変更された。"
2026-08-12 15:06:14,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],"キーボードで**Tabキーを19回連続して入力**し、カーソルを右に19セル移動させた。"
2026-08-12 15:06:19,EXCEL.EXE,KeyLog,0812長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab],"キーボードで**Tabキーを3回連続して入力**し、カーソルを右に3セル移動させた。"
2026-08-12 15:06:38,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$E$893, Value:2.0","シート「未入荷」のセルE893に、**キーボードで「2.0」と手入力**した。"
2026-08-12 15:06:40,excel.exe,SheetChange,Excel,"Sheet:未入荷, Cell:$F$893, Formula:=K893, Value:","シート「未入荷」のセルF893に、**キーボードで「=K893」という数式を手入力**した。"
